# run=2026-09-24_0754  universe=1144  cache_hit=47.6%  price_stale=1072/1144  fetch_failed=10/1144
ready_to_buy_score,ticker,price,target_upside,quality_flag,cyclicality,cyclical_driver,cycle_position,cycle_reason,turn_state,turn_persist,trailingPE,forwardPE,peg,pe_delta,eps_rev_90d,eps_rev_30d,rev_accel,rsi14,pct_change_1d,pct_change_5d,pct_change_1mo,dist_from_ath,pct_from_52wk_high,pct_from_52wk_low,pct_from_ma50,close_vs_range,recent_action,gap_pct,intraday_range_pct,trend_3d,days_since_5pct_move,last_5pct_direction,price_above_ma50,sector,vol_1d,vol_10d_avg,vol_3mo_avg,vol_vs_10d_avg,vol_vs_3mo_avg,vol_event,vol_event_read,volume_trend,vol_spike_tag,days_since_vol_spike,last_vol_spike_direction,last_vol_spike_magnitude,vol_spike_recent,rtb_b4,rtb_b2,rtb_b3,rtb_b1,rtb_b5,rtb_b1_confirm,rtb_b1_ma50,rtb_b1_5d,rtb_b1_1mo,rtb_b1_combo,rtb_quality_pts,rtb_cycle_pts,rtb_f1_timing,rtb_f2_estimates,rtb_f3_ath,rtb_f4_targets,rtb_f5_trend,rtb_f6_volume,rtb_f7_cycle,div_yield,total_return_potential,near_target,payout_ratio,ex_dividend_date,days_since_ex_div,fresh_post_ex_div
9.3,BAH,75.65,12.6%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,11.88,11.22,,0.70,-1.73,0.26,1.99,50.20,-2.2%,-5.5%,-1.8%,-60.3%,-30.7%,27.1%,3.0%,5.70,GRINDING-DOWN,-0.88,3.23,MIXED,41.00,UP,True,Industrials,1492889,1697990,2078774,0.88,0.72,NORMAL,normal,0.82,,,,,False,15.0,-0.7,0.0,0.0,-5.0,3.0,4.0,-3.0,-4.0,0.0,8.0,8.0,0.0,-0.7,0.0,-5.0,,,15.0,3.01,15.6%,False,0.36,2026-08-13,42.00,False
9.3,PM,190.84,9.1%,MEDIUM,DEFENSIVE,,MID,"margins expanding, estimates not yet moving",WATCH,,26.18,20.76,,5.40,0.61,0.17,-0.44,52.60,1.8%,-1.7%,1.4%,-8.1%,-8.1%,34.3%,0.7%,51.50,NORMAL,1.37,2.33,MIXED,92.00,UP,True,Consumer Defensive,6693467,4780830,4827343,1.40,1.39,ELEVATED,ELEVATED-DOWN,0.99,,1.00,UP,1.51,True,8.0,0.5,5.8,9.0,-14.0,3.0,4.0,0.0,2.0,0.0,8.0,0.0,9.0,0.5,5.8,-14.0,,,8.0,3.08,12.1%,True,0.81,2026-10-01,,False
9.3,PODD,136.49,25.9%,MEDIUM,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,25.56,17.71,1.10,7.80,-4.58,0.00,4.58,40.20,-2.9%,-2.0%,-7.9%,-61.5%,-61.5%,8.0%,-8.8%,34.60,GRINDING-DOWN,-1.04,3.73,FALLING,24.00,UP,False,Healthcare,1021304,1692040,1622102,0.60,0.63,LIGHT,light-dip,1.04,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.55,False,8.0,-2.4,8.7,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,0.0,-8.0,-2.4,8.7,3.0,,,8.0,,25.9%,False,0.00,,,False
9.2,AJG,229.64,26.4%,MEDIUM,MIXED,RATE,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,38.02,15.44,,22.60,0.12,0.04,-0.08,33.50,-2.9%,-7.4%,-13.0%,-34.6%,-26.8%,20.4%,-9.2%,50.90,DISTRIBUTION,-3.34,1.48,FALLING,6.00,UP,False,Financial Services,1847240,1358690,1591465,1.36,1.16,ELEVATED,ELEVATED-DOWN,0.85,,,,,False,8.0,0.1,9.1,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,0.1,9.1,3.0,,,8.0,1.18,27.6%,False,0.45,2026-09-07,17.00,False
9.2,HQY,90.39,32.0%,MEDIUM,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",FUNDAMENTALS_READY_PRICE_FALLING,,33.11,16.43,1.34,16.70,0.17,0.97,0.80,33.30,-4.4%,-6.3%,-14.2%,-22.5%,-16.0%,24.2%,-9.1%,10.40,GRINDING-DOWN,-3.35,2.01,FALLING,17.00,DOWN,False,Healthcare,900047,843850,905138,1.07,0.99,NORMAL,normal,0.93,,,,,False,8.0,1.1,8.1,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,1.1,8.1,3.0,,,8.0,,32.0%,False,0.00,,,False
9.1,AXP,301.96,25.4%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=20%) → grower (MID),FALLING_KNIFE,,18.31,14.97,1.24,3.30,0.05,0.20,0.15,27.20,-3.7%,-6.9%,-10.1%,-22.1%,-22.1%,3.8%,-9.9%,15.30,GRINDING-DOWN,-2.77,1.45,MIXED,142.00,DOWN,False,Financial Services,3520239,3254640,2916850,1.08,1.21,NORMAL,normal,1.12,,3.00,UP,1.96,True,8.0,0.2,8.9,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,0.2,8.9,3.0,,,8.0,1.17,26.5%,False,0.21,2026-07-01,85.00,False
9.1,SPG,204.16,15.0%,MEDIUM,CYCLICAL,RATE,TROUGH,"margins contracting, estimates stabilising",EARLY_TURN,,14.41,30.04,,-15.60,1.34,1.35,0.01,33.20,-0.4%,0.0%,-6.5%,-14.4%,-14.4%,18.6%,-6.6%,17.80,BASING,0.08,0.88,FALLING,,,False,Real Estate,993107,1421770,1723514,0.70,0.58,LIGHT,light-dip,0.82,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.80,True,12.0,2.1,0.0,0.0,-5.0,6.0,-4.0,3.0,-5.0,0.0,8.0,4.0,0.0,2.1,0.0,-5.0,,,12.0,4.31,19.3%,False,0.62,2026-09-08,16.00,False
9.1,VRSK,171.80,36.7%,MEDIUM,CYCLICAL,ECONOMIC,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,26.39,19.75,,6.60,0.21,0.02,-0.19,38.30,-0.1%,-4.6%,-8.4%,-46.8%,-32.2%,10.2%,-8.9%,73.40,FELL-RECOVERED,-0.20,1.73,FALLING,6.00,UP,False,Industrials,1061936,1299920,1961074,0.82,0.54,NORMAL,normal,0.66,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.62,False,-2.0,0.1,0.0,-11.0,22.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,-10.0,-11.0,0.1,0.0,22.0,,,-2.0,1.11,37.8%,False,0.29,2026-09-14,10.00,False
9.0,AIZ,266.97,23.6%,MEDIUM,MIXED,RATE,MID,fwd<trail PE but eps30=0.7 flat/weak → MID,FALLING_KNIFE,,12.79,11.39,2.16,1.40,4.29,0.70,-3.59,31.40,-3.8%,-6.7%,-6.0%,-12.2%,-12.2%,29.6%,-5.3%,8.90,DISTRIBUTION,-2.60,2.90,FALLING,33.00,UP,False,Financial Services,580254,419200,388858,1.38,1.49,ELEVATED,ELEVATED-DOWN,1.08,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.55,False,8.0,3.0,6.0,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,3.0,6.0,3.0,,,8.0,1.29,24.9%,False,0.16,2026-08-30,25.00,False
9.0,PNFP,93.40,28.8%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=47%) → grower (MID),FALLING_KNIFE,,12.87,8.15,1.41,4.70,-2.61,0.11,2.72,29.50,-3.2%,-6.0%,-8.7%,-29.2%,-15.3%,15.2%,-8.3%,2.70,GRINDING-DOWN,-1.91,1.98,FALLING,142.00,DOWN,False,Financial Services,973723,1079270,1160565,0.90,0.84,NORMAL,normal,0.93,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.51,False,8.0,-1.3,10.3,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,-1.3,10.3,3.0,,,8.0,1.58,30.4%,False,0.20,2026-08-06,49.00,False
8.9,TTEK,34.90,15.6%,MEDIUM,MIXED,CAPEX,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,21.41,20.08,,1.30,1.29,0.00,-1.29,42.40,-2.9%,-5.0%,-5.7%,-31.8%,-19.1%,35.2%,0.4%,28.30,DISTRIBUTION,-1.47,3.64,MIXED,39.00,UP,True,Industrials,3076897,2297470,3145691,1.34,0.98,ELEVATED,ELEVATED-DOWN,0.73,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.60,False,8.0,0.7,6.2,-1.0,-5.0,3.0,4.0,-3.0,-5.0,0.0,8.0,0.0,-1.0,0.7,6.2,-5.0,,,8.0,0.77,16.3%,False,0.16,2026-08-12,43.00,False
8.8,IDXX,522.02,33.9%,HIGH,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",FUNDAMENTALS_READY_PRICE_FALLING,,36.28,31.18,2.85,5.10,1.31,1.35,0.04,44.90,1.3%,2.2%,-6.3%,-32.2%,-32.2%,4.3%,-4.9%,81.10,NORMAL,0.37,1.21,RISING,92.00,DOWN,False,Healthcare,354748,527540,616586,0.67,0.57,LIGHT,FAKE-BOUNCE,0.86,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.82,True,10.0,2.0,-3.2,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,10.0,0.0,-3.0,2.0,-3.2,3.0,,,10.0,,33.9%,False,0.00,,,False
8.7,ADBE,240.69,15.6%,HIGH,MIXED,ECONOMIC,MID,fwd<trail PE + healthy margins (op_m=35%) → grower (MID),FALLING_KNIFE,,13.44,8.70,0.58,4.70,0.49,0.65,0.16,39.20,1.0%,-3.9%,-12.9%,-65.6%,-33.8%,26.6%,-6.4%,75.20,NORMAL,0.52,1.76,MIXED,7.00,UP,False,Technology,3852338,6796320,6102791,0.57,0.63,LIGHT,light-dip,1.11,DISTRIB-CONFIRMED-RECENTLY,4.00,DOWN,1.67,False,10.0,0.9,13.8,-11.0,-5.0,3.0,-6.0,-3.0,-5.0,0.0,10.0,0.0,-11.0,0.9,13.8,-5.0,,,10.0,,15.6%,False,0.00,2005-03-23,7855,False
8.6,LSTR,166.98,16.1%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,43.60,21.85,0.91,21.70,8.47,0.39,-8.08,33.00,-2.0%,-3.4%,-10.5%,-26.9%,-26.9%,39.1%,-9.4%,0.60,GRINDING-DOWN,-0.96,1.92,MIXED,143.00,UP,False,Industrials,227454,352910,472733,0.65,0.48,LIGHT,light-dip,0.75,,,,,False,12.0,4.9,5.7,-9.0,-5.0,3.0,-4.0,-3.0,-5.0,0.0,8.0,4.0,-9.0,4.9,5.7,-5.0,,,12.0,0.96,17.1%,False,0.41,2026-08-17,38.00,False
8.6,GS,936.36,21.1%,MEDIUM,MIXED,RATE,LATE,fwd<trail PE + eps30=-0.0<0 → LATE,FUNDAMENTALS_READY_PRICE_FALLING,,14.66,12.65,1.17,2.00,12.68,-0.03,-12.71,34.50,-2.4%,-4.1%,-9.9%,-18.9%,-18.9%,26.5%,-9.3%,12.60,GRINDING-DOWN,-1.94,2.27,MIXED,38.00,DOWN,False,Financial Services,2089762,2409090,2113550,0.87,0.99,NORMAL,normal,1.14,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.88,False,-2.0,6.7,9.9,-9.0,3.0,3.0,-4.0,-3.0,-5.0,0.0,8.0,-10.0,-9.0,6.7,9.9,3.0,,,-2.0,1.82,22.9%,False,0.26,2026-08-31,24.00,False
8.6,EFX,155.32,38.0%,MEDIUM,CYCLICAL,ECONOMIC,MID,fwd<trail PE but eps30=0.1 flat/weak → MID,FALLING_KNIFE,,27.35,15.29,,12.10,-1.01,0.09,1.10,28.80,-2.1%,-7.0%,-19.4%,-49.8%,-39.9%,3.0%,-12.7%,11.40,GRINDING-DOWN,0.63,3.67,FALLING,11.00,DOWN,False,Industrials,1525804,1589740,1577208,0.96,0.97,NORMAL,normal,1.01,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.20,False,-2.0,-0.4,0.0,-11.0,22.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,-10.0,-11.0,-0.4,0.0,22.0,,,-2.0,1.36,39.4%,False,0.37,2026-08-30,25.00,False
8.5,WSO,325.37,16.5%,MEDIUM,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",WATCH,,27.90,24.51,,3.40,-3.64,0.04,3.68,57.00,2.4%,7.5%,4.3%,-43.1%,-29.1%,10.0%,-0.6%,17.10,GAP-UP-FADED,2.17,1.56,RISING,34.00,UP,False,Industrials,449925,478200,441182,0.94,1.02,NORMAL,normal,1.08,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.42,True,8.0,-1.9,3.4,4.0,-5.0,3.0,-4.0,3.0,2.0,0.0,8.0,0.0,4.0,-1.9,3.4,-5.0,,,8.0,3.78,20.3%,False,1.05,2026-07-15,71.00,False
8.5,IBKR,91.56,15.6%,MEDIUM,CYCLICAL,RATE,MID,margins expanding + est rising (op_m=77%),WATCH,CONFIRMED-2d (holding),36.33,28.64,1.48,7.70,11.11,0.41,-10.70,50.60,-1.8%,3.1%,-2.5%,-7.3%,-7.3%,55.3%,0.1%,24.50,NORMAL,-1.98,2.85,MIXED,14.00,DOWN,True,Financial Services,3440800,3878200,4655131,0.89,0.74,NORMAL,normal,0.83,,,,,False,-2.0,6.3,3.2,6.0,-5.0,3.0,4.0,3.0,-4.0,0.0,8.0,-10.0,6.0,6.3,3.2,-5.0,,,-2.0,0.36,15.9%,False,0.13,2026-08-31,24.00,False
8.5,NDSN,321.42,8.8%,MEDIUM,MIXED,ECONOMIC,EARLY,fwd<trail PE + healthy margins (op_m=27%) → grower (EARLY),WATCH,,32.57,24.76,1.82,7.80,3.40,3.43,0.03,58.30,2.2%,3.9%,-3.3%,-5.2%,-5.2%,45.8%,3.9%,80.10,NORMAL,1.29,1.96,RISING,22.00,UP,True,Industrials,373452,395800,406220,0.94,0.92,NORMAL,normal,0.97,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.08,False,8.0,5.2,3.3,6.0,-14.0,3.0,4.0,3.0,-4.0,0.0,8.0,0.0,6.0,5.2,3.3,-14.0,,,8.0,1.02,9.8%,True,0.33,2026-09-09,15.00,False
8.4,PCAR,112.09,29.2%,MEDIUM,CYCLICAL,CAPEX,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,24.00,15.52,,8.50,7.38,0.46,-6.92,21.10,-2.3%,-8.5%,-14.4%,-19.5%,-19.5%,21.5%,-11.8%,9.50,GRINDING-DOWN,-1.29,1.78,FALLING,55.00,UP,False,Industrials,3644591,3646520,3239670,1.00,1.12,NORMAL,normal,1.13,DISTRIB-CONFIRMED-RECENTLY,2.00,DOWN,1.62,False,12.0,4.4,0.0,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,4.0,-11.0,4.4,0.0,3.0,,,12.0,1.20,30.4%,False,0.28,2026-11-10,,False
8.3,MRSH,170.38,21.5%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=26%) → grower (MID),FALLING_KNIFE,,20.75,14.93,1.49,5.80,0.81,0.04,-0.77,29.50,-1.4%,-5.2%,-11.3%,-31.3%,-18.0%,8.8%,-8.1%,44.90,GRINDING-DOWN,-1.89,1.21,FALLING,155.00,DOWN,False,Financial Services,2639810,2949380,2565654,0.90,1.03,NORMAL,normal,1.15,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.79,True,8.0,0.5,7.8,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,0.5,7.8,3.0,,,8.0,2.17,23.7%,False,0.44,2026-09-30,,False
8.2,CTSH,59.14,8.9%,MEDIUM,MIXED,CAPEX,MID,fwd<trail PE but eps30=0.1 flat/weak → MID,FALLING_KNIFE,,12.69,9.36,,3.30,2.24,0.09,-2.15,47.10,-0.4%,-6.5%,-4.4%,-36.7%,-32.0%,59.5%,4.5%,45.30,GRINDING-DOWN,-0.56,2.54,FALLING,6.00,UP,True,Technology,4482780,6777950,9718754,0.66,0.46,LIGHT,light-dip,0.70,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.97,False,8.0,1.3,12.9,0.0,-14.0,3.0,4.0,-3.0,-4.0,0.0,8.0,0.0,0.0,1.3,12.9,-14.0,,,8.0,2.20,11.1%,True,0.27,2026-08-17,38.00,False
8.2,PRI,274.71,18.1%,HIGH,MIXED,RATE,EARLY,fwd<trail PE + healthy margins (op_m=32%) → grower (EARLY),FALLING_KNIFE,,11.44,10.11,1.07,1.30,2.58,1.63,-0.95,28.50,-3.8%,-6.2%,-7.1%,-16.1%,-16.1%,19.4%,-9.6%,12.00,GRINDING-DOWN,-3.77,1.73,FALLING,,,False,Financial Services,246823,213920,192090,1.15,1.28,NORMAL,normal,1.11,,3.00,UP,2.39,True,10.0,3.0,11.2,-11.0,-5.0,3.0,-6.0,-3.0,-5.0,0.0,10.0,0.0,-11.0,3.0,11.2,-5.0,,,10.0,1.69,19.8%,False,0.18,2026-08-20,35.00,False
8.1,AMP,507.10,14.3%,HIGH,MIXED,RATE,EARLY,fwd<trail PE + healthy margins (op_m=31%) → grower (EARLY),FALLING_KNIFE,,12.82,9.83,1.44,3.00,8.32,0.00,-8.32,27.60,-5.3%,-9.3%,-8.7%,-12.9%,-11.4%,20.1%,-7.5%,9.60,GRINDING-DOWN,-5.02,2.95,FALLING,0.00,DOWN,False,Financial Services,298176,684900,602310,0.43,0.49,VERY_LIGHT,light-dip,1.14,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.28,False,10.0,4.4,9.7,-11.0,-5.0,3.0,-6.0,-3.0,-5.0,0.0,10.0,0.0,-11.0,4.4,9.7,-5.0,,,10.0,1.28,15.6%,False,0.16,2026-08-02,53.00,False
8.1,ESNT,65.66,13.8%,MEDIUM,MIXED,RATE,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,9.16,8.36,,0.80,2.17,0.45,-1.72,34.40,-1.2%,-3.7%,-3.5%,-6.7%,-6.7%,18.6%,-2.8%,21.50,GRINDING-DOWN,-1.75,1.63,FALLING,99.00,DOWN,False,Financial Services,243026,848400,733071,0.29,0.33,VERY_LIGHT,light-dip,1.16,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,3.18,False,8.0,1.6,13.5,-10.0,-5.0,3.0,-6.0,-3.0,-4.0,0.0,8.0,0.0,-10.0,1.6,13.5,-5.0,,,8.0,2.01,15.8%,False,0.18,2026-08-30,25.00,False
8.1,PNR,55.25,40.0%,HIGH,CYCLICAL,ECONOMIC,MID,"margins expanding, estimates not yet moving",WATCH,,14.24,10.69,,3.60,-11.04,-0.00,11.04,24.80,-0.9%,-2.4%,-14.2%,-51.5%,-51.5%,1.3%,-12.0%,80.50,FELL-RECOVERED,-0.84,1.57,FALLING,39.00,UP,False,Industrials,1933697,2701430,3032296,0.72,0.64,LIGHT,light-dip,0.89,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.93,True,0.0,-5.9,0.0,-8.0,22.0,3.0,-6.0,0.0,-5.0,0.0,10.0,-10.0,-8.0,-5.9,0.0,22.0,,,0.0,1.88,41.9%,False,0.27,2026-10-22,,False
8.0,BRO,61.70,24.0%,MEDIUM,MIXED,RATE,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,19.71,12.79,1.51,6.90,-0.88,0.05,0.93,28.10,-4.0%,-8.2%,-15.4%,-50.9%,-36.1%,14.7%,-11.5%,27.10,GRINDING-DOWN,-4.49,1.73,FALLING,37.00,DOWN,False,Financial Services,2471187,2401720,2606723,1.03,0.95,NORMAL,normal,0.92,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.18,False,8.0,-0.4,8.4,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,-0.4,8.4,3.0,,,8.0,1.05,25.0%,False,0.21,2026-08-11,44.00,False
7.8,MOG-A,374.98,19.0%,MEDIUM,MIXED,ECONOMIC,TROUGH,fwd<trail PE + eps30=1.7>1.5 + low margins → TROUGH,FUNDAMENTALS_READY_PRICE_FALLING,,31.86,31.24,1.49,0.60,4.45,1.71,-2.74,49.00,1.5%,5.1%,-3.6%,-16.5%,-16.5%,95.0%,-4.3%,90.30,NORMAL,-0.83,2.55,RISING,22.00,DOWN,False,Industrials,191775,273360,295343,0.70,0.65,LIGHT,FAKE-BOUNCE,0.93,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.83,True,8.0,4.1,2.7,-2.0,-5.0,3.0,-4.0,3.0,-4.0,0.0,8.0,0.0,-2.0,4.1,2.7,-5.0,,,8.0,0.31,19.4%,False,0.10,2026-08-13,42.00,False
7.8,GL,168.75,14.9%,HIGH,MIXED,RATE,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,11.22,10.22,1.30,1.00,-0.79,0.00,0.79,38.20,-2.0%,-2.6%,-1.4%,-11.9%,-11.9%,32.0%,-4.6%,24.20,GRINDING-DOWN,-2.21,2.25,FALLING,42.00,DOWN,False,Financial Services,454528,388530,585102,1.17,0.78,NORMAL,normal,0.66,,,,,False,10.0,-0.4,10.2,-7.0,-5.0,3.0,-6.0,0.0,-4.0,0.0,10.0,0.0,-7.0,-0.4,10.2,-5.0,,,10.0,0.71,15.6%,False,0.08,2026-10-04,,False
7.7,FHN,23.02,21.7%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=41%) → grower (MID),FALLING_KNIFE,,11.07,9.95,1.76,1.10,-1.52,0.34,1.86,28.40,-3.8%,-5.9%,-6.5%,-13.3%,-13.3%,16.3%,-8.2%,1.90,GRINDING-DOWN,-2.67,2.26,FALLING,234.00,DOWN,False,Financial Services,4580890,5485160,4864744,0.83,0.94,NORMAL,normal,1.13,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.65,False,8.0,-0.5,8.2,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,-0.5,8.2,3.0,,,8.0,2.78,24.5%,False,0.31,2026-09-10,14.00,False
7.6,CMG,32.71,34.1%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,30.29,23.87,,6.40,1.00,0.08,-0.92,35.60,0.2%,-2.9%,-14.0%,-52.8%,-23.6%,16.7%,-6.2%,73.50,FELL-RECOVERED,-0.40,2.54,MIXED,6.00,DOWN,False,Consumer Cyclical,18101472,13457330,17983902,1.34,1.01,ELEVATED,ELEVATED-DOWN,0.75,,,,,False,12.0,0.6,0.0,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,4.0,-8.0,0.6,0.0,3.0,,,12.0,,34.1%,False,0.00,,,False
